2.45,48.9,Bobigny
2.35,43.2167,Carcassonne
1.33333,47.5833,Blois
2.31667,48.8167,Montrouge
5.05,43.4,Martigues
5.56667,43.2833,Aubagne
4.36667,48.9583,Châlons-en-Champagne
1.7,46.8167,Châteauroux
4.85,46.7833,Chalon-sur-Saône
-2.78333,48.5167,Saint-Brieuc
2.23333,48.8667,Suresnes
2.33333,48.9,Saint-Ouen
2.24167,48.8083,Meudon
2.41667,48.8,Alfortville
-1.48333,43.4833,Bayonne
2.23333,48.8667,Puteaux
0.083333,43.2333,Tarbes
1.61667,50.7167,Boulogne-sur-Mer
9.44945,42.7,Bastia
-1.65,47.2167,Saint-Herblain
0.15,45.65,Angoulême
2.25,43.6,Castres
3.68333,43.4,Sète
2.78333,50.2833,Arras
3.53333,50.35,Valenciennes
4.98333,43.5167,Istres
1.71667,48.9833,Mantes-la-Jolie
3.06667,50.3667,Douai
3.21667,50.7,Wattrelos
2.3,48.9333,Gennevilliers
2.55,48.9167,Livry-Gargan
2.48333,48.6,Corbeil-Essonnes
2.83333,49.4167,Compiègne
4.93333,45.6917,Saint-Priest
5.1,43.6333,Salon-de-Provence
6.16667,49.3667,Thionville
7.01667,43.5667,Le Cannet
4.85,45.8,Caluire-et-Cuire
2.08333,48.9,Saint-Germain-en-Laye
2.48333,48.8667,Rosny-sous-Bois
-0.6,44.8167,Talence
4.08333,44.1333,Alès
2.28333,48.7333,Massy
4.93333,45.7833,Vaulx-en-Velin
5.21667,46.2,Bourg-en-Bresse
-1.65,49.65,Cherbourg-Octeville
2.41667,48.9667,Garges-lès-Gonesse
2.6,46.3333,Montluçon
14.6191,-60.9946,Lamentin
1.5,48.45,Chartres
4.91667,45.7333,Bron
3.08333,50.6667,Marcq-en-Barœul
2.66667,48.5333,Melun
2.46667,48.8833,Noisy-le-Sec
6.08333,44.5667,Gap
2.3,48.8,Bagneux
-20.9348,55.2987,Port
5.28697,-53.7897,Saint-Laurent-du-Maroni
2.53333,48.8833,Gagny
2.41667,48.7667,Choisy-le-Roi
-1.56667,47.2,Rezé
-1.53333,43.4833,Anglet
3.16667,46.9833,Nevers
2.05,48.9333,Poissy
2.35,48.6667,Savigny-sur-Orge
18.0913,-63.0829,Saint-Martin
3.56667,47.8,Auxerre
2.38333,48.9167,La Courneuve
5.25,43.4667,Vitrolles
6.46667,43.5333,Draguignan
2.83333,50.4333,Lens
0,0,Saint-Joseph
4.06889,46.0367,Roanne
0.666667,47.35,Joué-lès-Tours
2.53333,48.9667,Villepinte
5.71667,45.1333,Échirolles
5.76667,45.1667,Saint-Martin-d'Hères
4.5,45.4667,Saint-Chamond
2.57639,48.9562,Tremblay-en-France
7.78333,48.8167,Haguenau
-21.0396,55.6972,Saint-Benoît
4.75,44.5667,Montélimar
2.60528,48.7984,Pontault-Combault
2.1,48.9833,Conflans-Sainte-Honorine
5.83945,43.0934,Six-Fours-les-Plages
2.48333,49.2667,Creil
2.38333,48.95,Stains
4.83333,46.3,Mâcon
4.71667,45.9833,Villefranche-sur-Saône
2.03333,48.7667,Montigny-le-Bretonneux
6.76667,43.4167,Saint-Raphaël
2.33333,48.6333,Sainte-Geneviève-des-Bois
2.41667,48.8667,Bagnolet
5.21667,43.4167,Marignane
5.6,43.1667,La Ciotat
1.08333,49.9333,Dieppe
0.533333,46.8,Châtellerault
5.05,45.05,Romans-sur-Isère
1.35,43.6167,Colomiers
0.633333,44.2,Agen
2.53333,48.85,Neuilly-sur-Marne
2.23333,48.9833,Franconville
6.45,48.1833,Épinal
6.48333,46.3667,Thonon-les-Bains
2.28333,48.8,Châtillon
3.96667,50.2833,Maubeuge
3.23333,50.1667,Cambrai
1.91667,49,Mureaux
2.5,48.85,Le Perreux-sur-Marne
2.76667,50.4167,Liévin
2.26667,48.7667,Châtenay-Malabry
2.38333,48.6667,Viry-Châtillon
1.36667,48.7333,Dreux
6.18333,48.65,Vandœuvre-lès-Nancy
7.75,48.6,Schiltigheim
0,0,Saint-Leu
2.2,48.9167,Houilles
2.3,48.8167,Malakoff
2.48333,48.8333,Nogent-sur-Marne
1.95,48.8167,Plaisir
2.45,48.7333,Villeneuve-Saint-Georges
2.4,48.7167,Athis-Mons
2.46667,49.0167,Goussainville
6.25,46.2,Annemasse
2.25,48.7167,Palaiseau
-20.9316,55.3354,Possession
7.18333,43.6667,Saint-Laurent-du-Var
16.2576,-61.5883,Baie-Mahault
-0.5,43.8833,Mont-de-Marsan
1.1,49.4167,Sotteville-lès-Rouen
-20.8971,55.5499,Sainte-Marie
4.86667,45.5167,Vienne
2.15,48.8833,Chatou
2.21667,48.8417,Saint-Cloud
2.1,49.05,Pontoise
4.89833,45.8214,Rillieux-la-Pape
2.38333,48.7667,Thiais
5.00333,45.7672,Meyzieu
4.8,44.1333,Orange
2.33333,48.7833,L'Haÿ-les-Roses
2.125,48.825,Le Chesnay
7.05,43.5833,Vallauris
0.716667,45.1833,Périgueux
2.55,48.9167,Clichy-sous-Bois
5.05,44.05,Carpentras
2.5,48.7167,Yerres
2.36667,48.9667,Pierrefitte-sur-Seine
7.5,43.7833,Menton
-0.55,44.7667,Villenave-d'Ornon
2.41667,48.6833,Draveil
2.45,44.9167,Aurillac
2.06667,48.7667,Guyancourt
2.41667,48.8167,Charenton-le-Pont
3.33333,49.3667,Soissons
2,48.7833,Trappes
2.5,48.8833,Villemomble
4.84806,-52.3329,Matoury
-0.083333,47.2667,Saumur
1.1,49.3833,Saint-Étienne-du-Rouvray
3.03333,50.65,Lambersart
2.21667,48.9333,Bezons
2.58333,48.5667,Savigny-le-Temple
2.26667,48.9167,Bois-Colombes
0.083333,48.4333,Alençon
2.33333,48.7833,Cachan
2.26667,48.9833,Ermont
0.483333,44.85,Bergerac
2.08333,47.2167,Vierzon
2.55,48.8333,Villiers-sur-Marne
-0.733333,44.9,Saint-Médard-en-Jalles
1.95,48.7833,Élancourt
2.38333,48.65,Grigny
5.91667,45.7,Aix-les-Bains
2.41667,48.65,Ris-Orangis
2.41667,48.7,Vigneux-sur-Seine
2.38333,49,Villiers-le-Bel
7.71667,48.5333,Illkirch-Graffenstaden
2.25,48.9,La Garenne-Colombes
-0.633333,45.75,Saintes
2.3,48.8333,Vanves
2.45,48.9833,Gonesse
45.2023,-12.7341,Koungou
4.95,48.6333,Saint-Dizier
16.2063,-61.4948,Gosier
-1.56667,43.4833,Biarritz
2.21667,49.0333,Taverny
3.61667,49.5667,Laon
6.8,47.5167,Montbéliard
6.01056,43.1248,La Garde
2.36667,48.8167,Le Kremlin-Bicêtre
2.53333,48.7667,Sucy-en-Brie
2.16667,49,Herblay
3.28389,48.1981,Sens
2.25,48.9667,Sannois
1.03333,49.4167,Le Grand-Quevilly
1.83333,48.65,Rambouillet
-0.983333,45.9333,Rochefort
2.63333,50.5333,Béthune
4.8,45.7167,Oullins
5,43.5833,Miramas
1.35,43.5833,Tournefeuille
2.93333,50.4167,Hénin-Beaumont
2.5,48.7,Brunoy
2.43333,48.8833,Romainville
5.5,47.1,Dole
5.03805,43.8375,Cavaillon
3.41667,46.1167,Vichy
5.1683,-52.6456,Kourou
1.48333,49.0833,Vernon
-0.533333,44.8,Bègles
2.88333,50.6833,Armentières
2.31667,48.75,Fresnes
4.96667,45.75,Décines-Charpieu
5.27972,45.5917,Bourgoin-Jallieu
-1.5,47.2167,Saint-Sébastien-sur-Loire
2.26667,48.7833,Le Plessis-Robinson
2.33333,48.9333,Villeneuve-la-Garenne
3.95,49.05,Épernay
2.1675,48.6823,Ulis
2.56667,44.3333,Rodez
2.56667,48.9,Montfermeil
-1.13704,44.6343,La Teste-de-Buch
4.13333,43.6833,Lunel
-1.61667,47.2667,Orvault
16.2238,-61.3864,Sainte-Anne
2.6,48.85,Champs-sur-Marne
1.83333,50.1,Abbeville
2.28333,48.7833,Fontenay-aux-Roses
5.13333,48.1167,Chaumont
14.6753,-60.9414,Robert
2.61667,48.9333,Villeparisis
2.28333,49,Eaubonne
-0.233333,44.9167,Libourne
2.54778,50.4812,Bruay-la-Buissière
0.716667,44.4,Villeneuve-sur-Lot
1.35,43.4667,Muret
-0.616667,44.7667,Gradignan
-0.616667,44.8667,Le Bouscat
3.75,43.45,Frontignan
4.43333,46.8,Le Creusot
2.11667,49.05,Saint-Ouen-l'Aumône
16.1878,-61.5899,Petit-Bourg
5.66667,46.25,Oyonnax
2.2,48.8167,Sèvres
6.15,49.1,Montigny-lès-Metz
2.4,51.0333,Coudekerque-Branche
2.45,48.7,Montgeron
2.15,48.95,Maisons-Laffitte
-0.533333,44.85,Cenon
3.46667,43.3167,Agde
-3.35,47.75,Lanester
2.31667,48.6167,Brétigny-sur-Orge
2.41667,48.8333,Saint-Mandé
0,0,Sainte-Suzanne
2.2,48.9833,Cormeilles-en-Parisis
16.3339,-61.3472,Moule
5.78333,43.8333,Manosque
-0.316667,49.2,Hérouville-Saint-Clair
4.83333,47.0333,Beaune
3.06667,50.65,La Madeleine
4.8,45.7333,Sainte-Foy-lès-Lyon
2.65,48.8,Roissy-en-Brie
2.15,48.4333,Étampes
2.43333,48.8833,Lilas
0.233333,49.15,Lisieux
5.66667,45.1833,Fontaine
3.10778,50.642,Mons-en-Barœul
7.05,49.1,Sarreguemines
3.08333,44.1,Millau
1.03333,49.4333,Le Petit-Quevilly
2.65,48.85,Torcy
6.9,49.1833,Forbach
0.583333,43.65,Auch
2.53333,50.7167,Hazebrouck
6.95,48.2833,Saint-Dié-des-Vosges
2.33333,48.9833,Deuil-la-Barre
1.4,43.6333,Blagnac
-1.48333,47.1667,Vertou
3.01667,50.6167,Loos
5.98333,43.1333,La Valette-du-Var
2.3,48.7,Longjumeau
2.33333,49,Montmorency
2.56667,48.6667,Combs-la-Ville
6.93333,43.55,Mandelieu-la-Napoule
1.91667,47.9333,Fleury-les-Aubrais
2.13333,48.6833,Gif-sur-Yvette
5.46667,43.45,Gardanne
2.7,48.85,Bussy-Saint-Georges
2.35,48.6667,Morsang-sur-Orge
2.28333,51.0167,Grande-Synthe
2.15,48.85,La Celle-Saint-Cloud
2.4,48.75,Orly
3.15,50.6667,Croix
2.63333,48.5333,Le Mée-sur-Seine
2.51667,48.9,Pavillons-sous-Bois
-1.05,43.7167,Dax
2.66667,48.7667,Ozoir-la-Ferrière
5.58333,45.3667,Voiron
2.51667,48.8667,Neuilly-Plaisance
2.28333,48.9667,Saint-Gratien
5.31667,43.4083,Pennes-Mirabeau
3.38333,50.3333,Denain
2.71667,48.8667,Lagny-sur-Marne
2.3,48.6333,Saint-Michel-sur-Orge
16.3313,-61.6948,Sainte-Rose
-3.91667,47.8667,Concarneau
-1.2,48.35,Fougères
1.9,47.8667,Olivet
6.5,48.6,Lunéville
4.8,45.6833,Saint-Genis-Laval
2.63445,48.5153,Dammarie-les-Lys
1.43333,44.4333,Cahors
1.08333,49.4667,Mont-Saint-Aignan
2.18333,48.8,Vélizy-Villacoublay
2.31667,48.775,Bourg-la-Reine
-0.533333,44.8667,Lormont
3.13333,50.7833,Halluin
7.56667,47.5833,Saint-Louis
3.33333,46.5667,Moulins
6.15,45.9167,Annecy-le-Vieux
2.33333,48.8,Arcueil
7,43.6,Mougins
-3.46667,48.7333,Lannion
4.36667,46.6667,Montceau-les-Mines
2.06667,48.9667,Achères
2.46667,49.2667,Nogent-sur-Oise
2.28333,48.7833,Sceaux
4.76667,45.5833,Givors
0.366667,49.75,Fécamp
16.0382,-61.5936,Capesterre-Belle-Eau
5.38278,49.1598,Verdun
7.45,48.2667,Sélestat
4.91396,-52.2738,Remire-Montjoly
14.6145,-60.9124,François
7.11667,43.7167,Vence
4.95,49.7,Sedan
-0.333333,45.7,Cognac
-1.08333,49.1167,Saint-Lô
3.21667,45.75,Cournon-d'Auvergne
3.15,50.6667,Wasquehal
2.35,48.7667,Chevilly-Larue
5.15,45.6167,Villefontaine
3.88583,45.0442,Le Puy-en-Velay
1.96667,47.9,Saint-Jean-de-Braye
1.71667,48.9667,Mantes-la-Ville
5.05,43.9167,L'Isle-sur-la-Sorgue
5.5,43.6833,Pertuis
2.18333,48.9833,Montigny-lès-Cormeilles
1.91667,48.7667,Maurepas
2.48333,48.7333,Limeil-Brévannes
5.48333,43.3333,Allauch
-0.65,44.8833,Eysines
6.36667,46.9,Pontarlier
4.78333,45.7667,Tassin-la-Demi-Lune
-0.483333,46.85,Bressuire
-1.03333,45.6333,Royan
4.61667,44.1667,Bagnols-sur-Cèze
-1.06667,44.6333,Gujan-Mestras
6.38333,45.6833,Albertville
2.61667,48.9833,Mitry-Mory
2.56667,48.8167,Le Plessis-Trévise
2.41667,48.7333,Villeneuve-le-Roi
4.88333,44.95,Bourg-lès-Valence
-1.73333,47.2167,Couëron
2.3,48.7,Chilly-Mazarin
14.7604,-61.0111,Sainte-Marie
3.1,50.6,Ronchin
-1.88333,46.85,Challans
